"ABronte_Agnes" "ABronte_Tenant" "Austen_Emma" "Austen_Pride" "Austen_Sense" "CBronte_Jane" "CBronte_Professor" "CBronte_Villette" "Dickens_Bleak" "Dickens_David" "Dickens_Hard" "EBronte_Wuthering" "Eliot_Adam" "Eliot_Middlemarch" "Eliot_Mill" "Fielding_Joseph" "Fielding_Tom" "Richardson_Clarissa" "Richardson_Pamela" "Sterne_Sentimental" "Sterne_Tristram" "Thackeray_Barry" "Thackeray_Pendennis" "Thackeray_Vanity" "Trollope_Barchester" "Trollope_Phineas" "Trollope_Prime"
"should" 0.245370437192385 0.222617463103217 0.229050520765807 0.201261346413963 0.195467797508614 0.152204588334152 0.153432211869872 0.134697591200435 0.155238755548681 0.180586286986518 0.126885528421411 0.206869404266367 0.168287461910938 0.236403697168409 0.190952850052991 0.200643217245176 0.199357720191885 0.263342408686097 0.282387911815705 0.174123337363966 0.14488188976378 0.139088506653067 0.138738847425654 0.109163645937346 0.28197080655607 0.376042638141361 0.420744217370626
"now" 0.217946682447354 0.276799491160084 0.193242083557136 0.170298062350276 0.197124304267161 0.352501598676666 0.24904938738298 0.252113227303456 0.251089019205962 0.204224674628589 0.253771056842823 0.195981540883927 0.251309276453667 0.194994422108845 0.210094822796689 0.23323868575071 0.292049077934894 0.217623952370799 0.22473934289639 0.0846432889963724 0.128083989501312 0.149906501614972 0.125303662595897 0.119437871437332 0.238130822497883 0.247573888258406 0.24126834246913
"out" 0.150108973341224 0.128976784178848 0.130886011866175 0.109186317487737 0.13334879406308 0.215623166806716 0.196793489137444 0.195692726838368 0.294180204020187 0.305100119566263 0.287859706269471 0.261308721178569 0.261630907450871 0.211681741908968 0.256782561195953 0.176015529929884 0.146309743145118 0.18881927473717 0.181277726484563 0.437726723095526 0.267716535433071 0.267359018344229 0.29063869223556 0.281577992608979 0.174363572958701 0.160305029008468 0.161076994108887
"any" 0.13567541821226 0.14193335610549 0.404388385718607 0.219187458240308 0.323018817916777 0.10992553601911 0.114518245091281 0.0935258746448304 0.186728467528306 0.183884666657504 0.227257662844319 0.117253913349358 0.178609092908142 0.243511259305498 0.188618463133027 0.328127716289042 0.345952667514674 0.218751537616244 0.218208840948499 0.133010882708585 0.195275590551181 0.170769777612932 0.142577471662727 0.133243861952938 0.228167189757386 0.265926566813114 0.262444412815341
"than" 0.186192861163633 0.203182605213253 0.256215542096522 0.229780160683148 0.298999469917837 0.150619123872338 0.170109626203553 0.189593213274575 0.145847087063529 0.160521143988016 0.161921084776577 0.166668062546588 0.229319714763971 0.254018090290761 0.200290397732843 0.376658747175059 0.355649609555481 0.23248757606075 0.217308082059135 0.232164449818622 0.218897637795276 0.16690620798368 0.158206156056526 0.122648566906078 0.1763562995068 0.201879464101786 0.174962941876894
"little" 0.272794191937416 0.212016631526873 0.222876652281553 0.154001597053599 0.132520540683806 0.180742948646806 0.215694558715617 0.260754204852163 0.318211826320427 0.301252009950112 0.189381385703599 0.149079975544184 0.197457288642167 0.193140275464386 0.187684708365042 0.186156342353827 0.18310108206465 0.104865427826344 0.199067714549508 0.287787182587666 0.13753280839895 0.141406648430618 0.270348821268172 0.361203240233867 0.164399940218204 0.127719660962355 0.129139314242469
"upon" 0.173202661547566 0.208483021001425 0.0981645088996314 0.0611117448625393 0.0811688311688312 0.0258959195429634 0.052255898245536 0.0681112347956917 0.217113277333208 0.221541167901269 0.269868474627629 0.0167505590499083 0.0493643221605417 0.0411002506188214 0.0485552479352348 0.078953468157849 0.210195478943376 0.410953568089748 0.28554056792848 0.522370012091898 0.576902887139108 0.167678921909531 0.172189715777294 0.162140121171647 0.0821999701091018 0.130341472184456 0.109004689978859
"man" 0.0707244201319227 0.0930517438367943 0.145703296228384 0.123038312989912 0.100218658892128 0.0771592704749523 0.102288141246581 0.0904761178629338 0.173745866975303 0.109121394115141 0.183699944132491 0.0762150436770827 0.205086320248796 0.213844912994169 0.137728828277829 0.215854435881092 0.205061803745301 0.267750241918289 0.111694102281172 0.249093107617896 0.22992125984252 0.266586304418378 0.247042888400226 0.160534773437274 0.2645344492602 0.293268312415025 0.424910001701029
"such" 0.229493526550525 0.206127280651127 0.301902168879999 0.316966250020371 0.29734296315929 0.135821455562074 0.133419314669454 0.154012717485781 0.15800101098549 0.149526545084727 0.154345829348433 0.0862653791070277 0.102767543406946 0.11773831192309 0.100378637558418 0.239033435707249 0.245846001152225 0.254731757720884 0.231945414011305 0.0967351874244256 0.17007874015748 0.159951782651027 0.146690283345306 0.140307391984178 0.340756239725004 0.231843020925799 0.195791863528905
"up" 0.142892195776742 0.169024370133924 0.117303501200817 0.0920750289262259 0.0919361250993904 0.207167356343708 0.152320384247626 0.169769794192246 0.261585589865837 0.245179555543339 0.283125171626881 0.270521528656019 0.278235270359417 0.215390035197884 0.237640588452255 0.139073998956945 0.10780717915956 0.159194535106854 0.174747224536672 0.3409915356711 0.260892388451444 0.183905914352388 0.229769079333395 0.235022908312169 0.162407213670104 0.208246719926889 0.177045834042095
"their" 0.311764790785618 0.120731692952803 0.188920375618159 0.360151883056565 0.412470182878346 0.183385389416496 0.194569833892953 0.167228330207333 0.126235073462183 0.0887813861440567 0.153398922419915 0.123116609016826 0.203740020553509 0.161928806949342 0.186284076213064 0.293359216549806 0.22245925858322 0.227259680831871 0.189609746211183 0.178960096735187 0.181627296587927 0.155315499095925 0.186447462943567 0.240160021062162 0.191301748617546 0.107494260106146 0.13052790901927
"then" 0.259803992321349 0.282099906948256 0.105573151080736 0.142594071345925 0.127551020408163 0.260544659891449 0.233483800671544 0.177394186146988 0.151924049024509 0.169591688083229 0.166655619419167 0.241208050318679 0.165146095955267 0.122682702974978 0.197489133428888 0.18543199860926 0.200783741080239 0.210550917649374 0.237124777625149 0.244256348246675 0.153280839895013 0.121316086358508 0.0891109197892047 0.0972840727029882 0.201763562995068 0.293642856875325 0.279801847525351
"am" 0.0779411976964046 0.154889928032132 0.262389410580776 0.26400273780617 0.226113172541744 0.201353986650389 0.107847279357808 0.122498564072849 0.235344163216149 0.264145238651512 0.365506074407946 0.0812402113920552 0.0305161264265167 0.143696364945504 0.0490221253192274 0.190502404821232 0.231015383913344 0.267750241918289 0.312788524331749 0.0991535671100363 0.108136482939633 0.0950438128795957 0.0959656059268358 0.069672091671777 0.117570866337867 0.179406796483777 0.155522615001684
"know" 0.173202661547566 0.214961306964746 0.208059367919345 0.193113113765624 0.192154783991519 0.120495299097871 0.125636521313736 0.160112231049574 0.246669410507067 0.226488737407748 0.267974660770593 0.103015938156936 0.21002275246485 0.216935157401599 0.190952850052991 0.105029842962276 0.134901576038286 0.193022092470191 0.214830995113383 0.0652962515114873 0.104461942257218 0.112816233174154 0.152996594591927 0.111090063218594 0.156927215662831 0.215363064672592 0.263485858897942
"mrs" 0.0562908650029589 0.131921459616721 0.432788180746174 0.279484379838013 0.438974291015107 0.132650526638445 0.0300193458006271 0.07878538353233 0.186728467528306 0.184984126547833 0.371187515979054 0.11139121768189 0.136425035789134 0.216317108520113 0.273590147019688 0.0890942805817929 0.180534244465613 0.116961342277476 0.274956650978449 0 0.0535433070866142 0.0471355494768727 0.163689904966631 0.26327702843713 0.377621680864843 0.0790288811233337 0.163507034968288
"has" 0.0663943535932335 0.128976784178848 0.155581485803189 0.180075941528283 0.176417969785317 0.130536574022693 0.121189210824754 0.07878538353233 0.296113782825953 0.117092478320025 0.141089132349181 0.138192112161743 0.125205871661738 0.182942468919867 0.0957098637184916 0.032595468505534 0.00684490026409907 0.29501730330813 0.259643749859256 0.118500604594921 0.188451443569554 0.127497797765311 0.200705210109839 0.140949531077927 0.176854481143825 0.205999453165088 0.24092119377493
"good" 0.170315950521773 0.148411642068811 0.221024491736277 0.163779476231605 0.14660084813146 0.124723204329375 0.126748348935981 0.150454667906901 0.17899415230524 0.159696549070269 0.171390154061757 0.0979907704419635 0.187584424210059 0.190977104379185 0.162473329629439 0.179637248652721 0.212477112364742 0.157964442111824 0.348368500461639 0.176541717049577 0.145406824146982 0.136770364875516 0.224285330423291 0.201952744984091 0.137498131818861 0.120977860676952 0.136776585514874
"can" 0.164542528470187 0.232629359591986 0.175337864952801 0.173557355409612 0.180559236681686 0.129479597714817 0.103399968868827 0.0843766042991405 0.18203263328573 0.129736267058807 0.171390154061757 0.150755031449175 0.216305484376192 0.168109295764202 0.210094822796689 0.141247030190647 0.18680873637437 0.241508258024307 0.289143603485937 0.130592503022975 0.1249343832021 0.101225524286399 0.112691040102656 0.0857255690155044 0.143974493100184 0.177159529721976 0.207942067825912
"much" 0.160212461931498 0.147233771893662 0.300050008334722 0.267262030865505 0.240193479989398 0.10992553601911 0.125636521313736 0.127073199245693 0.171259837082174 0.180586286986518 0.157186550133987 0.0812402113920552 0.135976269224038 0.167491246882716 0.146132621189697 0.18543199860926 0.231015383913344 0.176108313788522 0.237800346792172 0.193470374848851 0.167979002624672 0.14449750413402 0.141754909326212 0.139665252890429 0.214716285557714 0.190643130292781 0.199610499165107
"well" 0.248257148218178 0.232629359591986 0.248806899915418 0.182520411322784 0.198780811025709 0.183913877570434 0.18567521291499 0.197725898026299 0.163249296315427 0.148976815139563 0.154345829348433 0.113066273586881 0.191174556730825 0.15976563586414 0.192353482204969 0.156458248826563 0.209910274765705 0.157246887864723 0.290945121264665 0.106408706166868 0.135958005249344 0.112043519248304 0.124481100259381 0.100494768171734 0.192298111891596 0.159181395627568 0.176004387959495
"into" 0.131345351673571 0.15076738241911 0.100634056293333 0.114890080341574 0.0952491386164856 0.13952087263964 0.156767694736608 0.152487839094832 0.20578803004229 0.208897379162486 0.223470035130247 0.228645131031248 0.187584424210059 0.195921495431074 0.188151585749035 0.192675436054934 0.188805165618066 0.157964442111824 0.124304726732272 0.333736396614268 0.298162729658793 0.169997063687082 0.174383215341336 0.185257128546614 0.15792357893688 0.137083272469859 0.150662533282881
"some" 0.23526694860211 0.183158812235715 0.163607514832719 0.171927708879944 0.178074476543864 0.196597593264947 0.225701007315826 0.226698587454317 0.157724785441809 0.18333493671234 0.147717480848807 0.130654360589285 0.167838695345842 0.222806621775716 0.187217830981049 0.231789998261575 0.257824576614398 0.127929671483164 0.139617627851465 0.14993954050786 0.120734908136483 0.14449750413402 0.151625657364401 0.147049852468543 0.14247994818911 0.165548651452671 0.170450008852292
"must" 0.186192861163633 0.184925617498439 0.352527890450878 0.250965565568828 0.234395706334482 0.163831327720789 0.0933935202686176 0.144863447140091 0.101651000074581 0.0981267952118522 0.0975314136373536 0.156617727116643 0.178609092908142 0.175216857901291 0.17321150946127 0.116619342875355 0.16884087318111 0.235357793049155 0.202445560384624 0.0967351874244256 0.10498687664042 0.0849985318435409 0.0998042301639093 0.105631880921726 0.147461764559358 0.16479956253207 0.177392982736295
"own" 0.154439039879913 0.166668629783625 0.187068215072883 0.149112657464596 0.22528491916247 0.108340071557296 0.110070934602299 0.135205883997418 0.0867348207158109 0.111045448923216 0.110788110636606 0.0979907704419635 0.145849133656146 0.160383684745627 0.138195705661822 0.162252998783103 0.177396998511234 0.246223614505257 0.177674690927106 0.147521160822249 0.113385826771654 0.128270511691162 0.142577471662727 0.126822471015447 0.210730832461515 0.16405047361147 0.201346242636108
"think" 0.171759306034669 0.189637098199037 0.237076549795336 0.171927708879944 0.173933209647495 0.116267393866366 0.0767161059349358 0.123515149666814 0.139217674015187 0.162720063768674 0.109841203708088 0.0946406586319818 0.178609092908142 0.169654417967917 0.159672065325484 0.0832995306252535 0.123493408931454 0.213728657886536 0.221361497061274 0.0556227327690447 0.0808398950131234 0.0764986786591868 0.10090097994593 0.0719195784998989 0.129029043989439 0.249446610559907 0.291952051822357
"did" 0.197739705266804 0.208483021001425 0.21793755749415 0.221631928034809 0.204578584680626 0.208224332651584 0.203464454870917 0.239405907378887 0.114909826171265 0.13001113203139 0.131620063064001 0.201844236551395 0.0870607136285918 0.164401002475286 0.12185499722208 0.157182592571131 0.144028109723751 0.104147873579243 0.128358141734411 0.108827085852479 0.125459317585302 0.159179068725177 0.160673843066074 0.158287286609152 0.297912618940866 0.25843567760711 0.264180156286342
"how" 0.177532728086255 0.164312889433327 0.229050520765807 0.188224174176621 0.195467797508614 0.145862730486896 0.116741900335772 0.16672003741035 0.151371597937148 0.171515742891305 0.142982946206217 0.19179390112145 0.109499041883384 0.110012700904515 0.0971104958704695 0.0898186243263603 0.0815683948138472 0.198762526446999 0.235998829013444 0.123337363966143 0.128083989501312 0.10354366606395 0.171367153440778 0.210621622749704 0.153439944203657 0.145697795056762 0.131222206407671
"about" 0.206399838344183 0.153123122769408 0.153729325257913 0.0994084383097306 0.119268486615425 0.115738905712428 0.111182762224545 0.132156127215521 0.19087185068352 0.181410881904265 0.183699944132491 0.132329416494275 0.24457777797723 0.260198579105621 0.201224152500829 0.0804021556469838 0.0684490026409907 0.0743181184497548 0.101560564775824 0.159613059250302 0.142782152230971 0.121316086358508 0.235801203134511 0.20965841410908 0.188810840432422 0.237086643370001 0.275983211889148
"say" 0.132788707186467 0.120142757865228 0.192624696708711 0.130371722373417 0.132520540683806 0.105169142633668 0.0811634164239176 0.103691730584486 0.191700527314563 0.168767093165482 0.174230874847311 0.0896154909170093 0.133283669833463 0.159147586982654 0.137728828277829 0.09271599930463 0.109518404225585 0.201120204687474 0.227891999009165 0.094316807738815 0.140682414698163 0.118997944580957 0.12338435047736 0.114621828234214 0.138494495092911 0.21124307560929 0.218009379957717
"never" 0.184749505650737 0.173146915746946 0.221024491736277 0.179261118263449 0.156539888682746 0.155375517257781 0.126748348935981 0.142830275952159 0.186728467528306 0.181960611849429 0.204531896559887 0.15159255940167 0.166492395650554 0.168727344645688 0.176946528533211 0.167323404995074 0.187093940552041 0.120549113512982 0.121602450064179 0.0991535671100363 0.146981627296588 0.169224349761231 0.129690661723981 0.14608664382792 0.139989040003985 0.185024963388279 0.1867659974797
"lady" 0.0822712642350937 0.0795062368225774 0.0463040136319016 0.155631243583267 0.117611979856878 0.0517918390859269 0.0344666562896089 0.0493044013073291 0.204130676780205 0.037656501243764 0.0918499720662456 0.058626956674679 0.0206432619944084 0.0327565907187599 0.0280126430395585 0.228168279538738 0.20477659956763 0.190869429728888 0.327200666561578 0.118500604594921 0.0152230971128609 0.222541610644907 0.218801581513186 0.246260342452779 0.102127235590096 0.39739167237847 0.0968544856818521
